"web_page","ref_num","name","link","posted_on"
"11-","QDi.411","SALIM MUSTAFA MUHAMMAD AL-MANSUR","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/salim-mustafa-muhammad-al-mansur","06 March 2018"
"11-","QDi.412","UMAR MAHMUD IRHAYYIM AL-KUBAYSI","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/umar-mahmud-irhayyim-al-kubaysi","06 March 2018"
"11-","QDi.413","MYRNA AJIJUL MABANZA","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/myrna-ajijul-mabanza","18 June 2018"
"11-","QDi.414","ABDULPATTA ESCALON ABUBAKAR","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/abdulpatta-escalon-abubakar","18 June 2018"
"11-","QDi.415","ADNAN ABOU WALID AL-SAHRAOUI","https://www.un.org/securitycouncil/content/adnan-abou-walid-al-sahraoui","09 August 2018"
"11-","QDi.416","Mohammed Yusip Karim","https://www.un.org/securitycouncil/content/mohammed-yusip-karim","23 August 2018"
"11-","QDi.417","Mohamad Rafi Bin Udin","https://www.un.org/securitycouncil/content/mohamad-rafi-bin-udin","23 August 2018"
"11-","QDi.418","Muhammed Reza Lahaman Kiram","https://www.un.org/securitycouncil/content/muhammed-reza-lahaman-kiram","23 August 2018"
"11-","QDi.419","ANJEM CHOUDARY","https://www.un.org/securitycouncil/content/anjem-choudary","15 October 2018"
"11-","QDi.420","Taha Ibrahim Abdallah Bakr Al Khuwayta","https://www.un.org/securitycouncil/content/taha-ibrahim-abdallah-bakr-al-khuwayt","19 November 2018"
"12-","QDi.421","Hamza Usama Muhammad bin Laden","https://www.un.org/securitycouncil/content/hamza-usama-muhammad-bin-laden","28 February 2019"
"12-","QDi.422","Mohammed Masood Azhar Alvi","https://www.un.org/securitycouncil/content/mohammed-masood-azhar-alvi","01 May 2019"
"12-","QDi.423","ALI MAYCHOU","https://www.un.org/securitycouncil/content/ali-maychou","14 August 2019"
"12-","QDi.424","BAH AG MOUSSA","https://www.un.org/securitycouncil/content/bah-ag-moussa","14 August 2019"
"12-","QDi.425","AMADOU KOUFA","https://www.un.org/securitycouncil/content/amadou-koufa","04 February 2020"
"12-","QDi.426","Amir Muhammad Sa’id Abdal-Rahman al-Salbi","https://www.un.org/securitycouncil/content/amir-muhammad-sa%E2%80%99id-abdal-rahman-al-salbi","21 May 2020"
"12-","QDi.427","Noor Wali Mehsud","https://www.un.org/securitycouncil/content/noor-wali-mehsud","16 July 2020"
"12-","QDi.428","Jamal Hussein Hassan Zeiniye","https://www.un.org/securitycouncil/content/jamal-hussein-hassan-zeiniye","08 October 2020"
"12-","QDi.429","Mohammad Ali al Habbo","https://www.un.org/securitycouncil/content/mohammad-ali-al-habbo","17 June 2021"
"12-","QDi.430","Emraan Ali","https://www.un.org/securitycouncil/content/emraan-ali","23 November 2021"
"12-","QDi.431","Sanaullah Ghafari","https://www.un.org/securitycouncil/content/sanaullah-ghafari","21 December 2021"
"12-","QDi.432","Ashraf al-Qizani","https://www.un.org/securitycouncil/content/ashraf-al-qizani","30 December 2021"
"12-","QDi.433","ABDUL REHMAN MAKKI","https://www.un.org/securitycouncil/content/abdul-rehman-makki%E2%80%AF","16 January 2023"
"12-","QDi.434","Maulawi Rajab","https://www.un.org/securitycouncil/content/maulawi-rajab","26 April 2023"
"12-","QDi.435","Sultan Aziz Azam","https://www.un.org/securitycouncil/content/sultan-aziz-azam","26 April 2023"
